OF_ID,createTime,updateTime,finishTime,Location_ST,Location_City,Location_State,Location_StateFIPS,Location_Zip,x,y,marketname,Market_Website,Market_Facebook,Market_Twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
4001254,,2014-08-10 21:27:11,2014-08-10 21:27:11,19 Waldo Way,Wells,Maine,23,04090,-70.6266262,43.3778844,Chick Farm,http://www.chickfarm.com,https://www.facebook.com/ChickFamilyFarm,,01/01/2014 to 12/31/2014,,Open by appointment,Poultry products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4017228,2014-08-21 21:49:09,2014-08-21 21:55:05,2014-08-21 21:55:05,15 Ward Street,Ipswich,Massachusetts,25,01938,-70.833784,42.673694,Chicken Little Farm,http://chickenlittlefarm.webs.com/,https://www.facebook.com/ChickenLittleFarm,,01/01/2014 to 12/31/2014,Mon: 6:00 AM - 6:00 PM;Tue: 6:00 AM - 6:00 PM;Wed: 6:00 AM - 6:00 PM;Thu: 6:00 AM - 6:00 PM;Fri: 6:00 AM - 6:00 PM;Sat: 6:00 AM - 6:00 PM;Sun: 6:00 AM - 6:00 PM;,"Due to high demand, there is a chance that eggs may not be available on certain days.",Eggs; Fresh vegetables; Poultry products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tours of manufacturing facilities; ,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4004360,,2015-03-23 12:08:17,2015-03-23 12:08:17,14118 Peach Road,Plymouth,Indiana,18,46563,-86.3612930,41.2724336,Childs' Farm,www.childsfarm.net,www.facebook.com/pages/Childs-Farm/104283862951552,,03/01/2015,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;,Come see us at the Plymouth Farmer's Market on Saturday Morning 7:30 to 11:30 AM,Bedding plants; Dry beans; Eggs; Herbs; Fresh vegetables; Poultry products; Soap;,10/04/2014 to 10/30/2014,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;Sun: 12:00 PM - 6:00 PM;,Open during weekdays for school groups.  Weekend open to public for Pumpkin Patch,Crafts and/or woodworking items; Eggs; Fresh vegetables; Poultry products; Soap;,12/20/2014 to 02/07/2015,Mon: 1:00 PM - 3:00 PM;Tue: 1:00 AM - 3:00 PM;Wed: 1:00 AM - 3:00 PM;Thu: 1:00 PM - 3:00 PM;Fri: 1:00 PM - 3:00 PM;Sat: 1:00 PM - 3:00 PM;Sun: 1:00 PM - 3:00 PM;,Horse Drawn sleigh rides.  Please call farm BEFORE you come out to check on conditions as we may not be open,Eggs; Horse Drawn Sleigh Rides and Bonfire ;,,,,,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Celebrations/ corporate events; Educational tours/ classes; Hay rides;  Other: Horse Drawn Sleigh Rides in winter;,1,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,1,0,0
4001251,,2014-08-14 09:24:31,2014-08-14 09:24:31,1875 D Road,Unadilla,Nebraska,31,68454,-96.2863203,40.7406126,Chisholm Family Farm's Orchard Hill Creamery,www.chisholmfamilyfarm.com,https://www.facebook.com/chisholmfamilyfarm,,01/01/2014 to 12/31/2014,Tue: 11:00 AM - 5:00 PM;Thu: 11:00 AM - 5:00 PM;Sat: 10:00 AM - 4:00 PM;,,Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Dairy products; Eggs; Herbs; Fresh vegetables; Grains and/or flour; Honey; Poultry products; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"Educational tours/ classes; Farm meals (lunches, dinners, etc.); Tours of manufacturing facilities; ",0,1,1,0,0,1,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,1
4012628,,2014-07-28 09:45:50,2014-07-28 09:45:50,1010 CS 2930,Tuttle,Oklahoma,40,73089,-97.777551,35.245987,Chisholm Trail Farm LLC,www.chisholmtrailfarm.com,,,,Mon: 5:00 PM - 8:00 PM;Thu: 5:00 PM - 8:00 PM;Sat: 9:00 AM - 5:00 PM;,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0
4016643,,2014-10-01 08:25:24,2014-10-01 08:25:24,3441 South Morton Road,Ludington,Michigan,26,49431,-86.358937,43.891499,Christofferson Farms,,,,07/07/2014,Mon: 9:00 AM - 5:00 PM;Tue: 9:00 AM - 5:00 PM;Wed: 9:00 AM - 5:00 PM;Thu: 9:00 AM - 5:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 11:00 AM - 4:00 PM;,,Fresh fruits; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,0,0
4001248,,2014-07-28 12:32:24,2014-07-28 12:32:24,3230 McDowell Creek Road,Manhattan,Kansas,20,66502,-96.582717,39.123231,Christy's Farm,http://www.christysfarm.org/,https://www.facebook.com/Christy'sFarm,,01/01/2014 to 12/31/2014,Mon: 1:00 PM - 6:00 PM;Tue: 1:00 PM - 6:00 PM;Wed: 1:00 PM - 6:00 PM;Thu: 1:00 PM - 6:00 PM;Fri: 1:00 PM - 6:00 PM;Sat: 1:00 PM - 6:00 PM;,For farm members we are open daylight hours.,Dairy products; Eggs; Fresh vegetables; Poultry products; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4013165,,2014-10-28 16:21:57,2014-10-28 16:21:57,287 E Presque Isle Rd,Caribou,Maine,23,04736,-67.989111,46.834200,Circle B Farms,www.circlebfarmsinc.com,Sam Blackstone / Circle B Farms,,01/01/2014 to 12/31/2014,Tue: 9:00 AM - 3:00 PM;Wed: 9:00 AM - 3:00 PM;Thu: 10:00 AM - 3:00 PM;Fri: 10:00 AM - 3:00 PM;Sat: 10:00 AM - 3:00 PM;,,"Fresh fruits; Fresh vegetables; Frozen Blueberries, Veggies & Apples while they last ;",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4017805,2016-07-12 18:28:46,2016-07-12 18:37:37,2016-07-12 18:37:37,2024 N.7th Street ,Phoenix ,Arizona,04,85006,-112.0658027,33.4704390,CitiFarms LLC ,CitiFarms.com,CitiFarms ,CitiFarms ,01/01/2016 to 12/31/2016,Mon: 10:00 AM - 2:00 PM;Tue: 10:00 AM - 2:00 PM;Wed: 10:00 AM - 2:00 PM;Thu: 10:00 AM - 2:00 PM;Fri: 10:00 AM - 2:00 PM;Sat: 10:00 AM - 2:00 PM;Sun: 10:00 AM - 2:00 PM;,,micro-greens ;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Tours of manufacturing facilities; ",1,1,1,1,0,1,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4017763,2016-03-17 14:40:12,2016-03-17 14:50:27,2016-03-17 14:50:27,12600 Piedmont Road ,Clarksburg,Maryland,24,20871,-77.2609970,39.2434310,Citizens of Earth,thecitizensofearth.org ,https://www.facebook.com/Citizens-of-Earth-466859626793595/,,06/04/2016 to 10/01/2016,Sat: 10:00 AM - 2:00 PM;,,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas without tables; ,1,0,1,0,0,1,1,1,0
4017530,2014-10-21 19:52:50,2015-03-25 15:29:09,2015-03-25 15:29:09,10500 Clarksville Pike,Ellicott CIty,Maryland,24,21042,-76.876279,39.235883,Clark's Elioak Farm,http://clarklandfarm.com/,https://www.facebook.com/ClarksProduce,,04/01/2015,Tue: 10:00 AM - 4:00 PM;Wed: 10:00 AM - 4:00 PM;Thu: 10:00 AM - 4:00 PM;Fri: 10:00 AM - 4:00 PM;Sat: 10:00 AM - 4:00 PM;Sun: 10:00 AM - 4:00 PM;,"If the weather is bad, please call or check our website beforing coming to the farm. Last admission at 4pm, farm generally stays open until 5pm.",Eggs; Fresh vegetables; Poultry products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Family/ youth activities;  Pumpkin shooting; Hay rides; Petting zoo; Pony rides;  Other: Petting farm, educational tours, birthday parties;",1,1,0,1,0,0,1,1,0,1,1,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,0,1,0
4013150,,2014-07-29 11:51:11,2014-07-29 11:51:11,8905 West 350 South,North Vernon,Indiana,18,47265,-85.7760690,38.9290890,Clarks Berry Farm,,https://www.facebook.com/clarkberryfarm,,05/24/2014 to 08/17/2014,,days and hours reflect harvest periods. please call before coming to farm.Thank You,Fresh fruits;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,0,0
4016629,,2014-08-13 12:28:37,2014-08-13 12:28:37,2323 Old Coast Hwy,Gaviota,California,06,93117,-120.192036,34.543206,Classic Organic Farm & Market,www.classicorganic.org,www.facebook.com/pages/Classic-Organic-Farm-Market/101770889289?ref=mf,,01/01/2014 to 12/31/2014,Mon: 10:00 AM - 7:00 PM;Tue: 10:00 AM - 7:00 PM;Wed: 10:00 AM - 7:00 PM;Thu: 10:00 AM - 7:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 10:00 AM - 7:00 PM;Sun: 10:00 AM - 7:00 PM;,,Herbs; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,0,0
4001244,,2014-09-16 11:52:42,,8411 Thompson School Rd.,Corryton,Tennessee,47,37721,-83.8779050,36.1429509,Clear Springs Farm,Clearspringsfarm.org,https://www.facebook.com/clearspringsfarm,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4001243,,2014-07-30 13:25:03,,727 Lakewood Rd,Arlington,Washington,53,98223,-122.238997,48.158227,Clear Valley Farm,,https://www.facebook.com/ClearValleyFarm,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4017244,2014-08-22 18:11:22,2014-08-22 18:48:49,2014-08-22 18:48:49,10128 E CR 650 S,Cloverdale,Indiana,18,46120,-86.6671388,39.5658168,Clifford Feed & Straight From the Farm Market,,www.facebook.com/Cliffordfeed,,01/01/2014 to 12/31/2014,Mon: 10:00 AM - 4:00 PM;Wed: 10:00 AM - 4:00 PM;Fri: 10:00 AM - 4:00 PM;,,Bedding plants; Crafts and/or woodworking items; Herbs; Fresh fruits; Fresh vegetables; Non-poultry meat; Soap;,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Educational tours/ classes; Family/ youth activities;   Other: interaction with animals;,0,1,0,1,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas without tables; ,1,1,1,0,0,1,0,0,0
4017316,2014-08-26 20:42:06,2014-08-26 20:47:59,2014-08-26 20:47:59,3000 Brown Lane,Highland,Michigan,26,48357,-83.662443,42.661046,Clor's Greenhouse,,,,07/01/2014 to 09/30/2014,Mon: 8:00 AM - 7:00 PM;Tue: 8:00 AM - 7:00 PM;Wed: 8:00 AM - 7:00 PM;Thu: 8:00 AM - 7:00 PM;Fri: 8:00 AM - 7:00 PM;Sat: 8:00 AM - 7:00 PM;Sun: 9:00 AM - 5:00 PM;,,Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4004359,,2015-03-26 06:59:50,2015-03-26 06:59:50,529 Harmony Road,Jonesborough,Tennessee,47,37659,-82.5698770,36.3583110,Clover Creek Farm,clovercreekhairsheep.com,,,01/01/2015 to 12/31/2015,,please call,Eggs; Poultry products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017715,2015-07-11 13:10:29,2015-07-11 13:18:27,2015-07-11 13:18:27,501 La Paloma Rd.,El Sobrante,California,06,94803,-122.3086680,37.9724040,Cloverfield,,https://www.facebook.com/cloverfieldorganic,,01/01/2015 to 12/31/2015,Sat: 12:30 PM - 4:30 PM;Sun: 12:30 PM - 4:30 PM;,"If you come by during the week and the farm gate is open, we are open for extended hours and invite you in.",Cut flowers; Dry beans; Herbs; Fresh fruits; Fresh vegetables; Grains and/or flour; Nursery stock; Wild harvested forest products;,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Picnic areas without tables; ,0,0,1,0,0,1,1,0,0
4017142,2014-08-04 12:46:35,2014-08-04 12:48:34,,1175 Highway 1619,Monticello,Kentucky,21,42633,-84.7197383,36.9259869,Coffey Farms,,www.facebook.com/coffeyfarms,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4017534,2014-10-22 11:03:42,2014-10-22 11:23:02,2014-10-22 11:23:02,688 Van Thomas Rd,Pittsboro,North Carolina,37,27312,-79.327858,35.826227,Cohen Farm,www.cohenfarm.com,Cohen Farm,,01/01/2014 to 12/31/2014,,Please contact us before coming.  We are a husband/wife operation and will need to arrange a time to meet.,"Dry beans; Eggs; Beef and Pork;  Certified Organic Hay;  Organic Grapes; Seasonal Produce, please call for availibiltiy;",,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Other: Farm tour through People First Tourism;,0,0,0,0,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,0,0
4016024,,2014-07-26 20:01:14,2014-07-26 20:01:14,194 Maple Road,Maple,North Carolina,37,27956,-76.011026,36.411586,Coinjock Creek Farms,www.coinjockcreek.com/,www.facebook.com/coinjockcreek,www.twitter.com/coinjockcreek,01/01/2014 to 12/31/2014,Mon: 6:00 AM - 7:00 PM;Tue: 6:00 AM - 7:00 PM;Wed: 6:00 AM - 7:00 PM;Thu: 6:00 AM - 7:00 PM;Fri: 6:00 AM - 7:00 PM;Sat: 6:00 AM - 7:00 PM;Sun: 6:00 AM - 7:00 PM;,Sunrise to Sunset Daily,Eggs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1
4017516,2014-10-15 14:00:34,2014-10-15 14:01:53,,,East Haddam,Connecticut,09,06423,-72.4757767,41.5034351,COLD SPRING FARM at Lake Hayward,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4013307,,2014-07-27 18:34:01,2014-07-27 18:34:01,3175 Grandview Avenue,Canon City,Colorado,08,81212,-105.185165,38.435304,Colon Orchards,www.colonorchards.com,www.facebook.com/colonorchards,,07/12/2014 to 11/26/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 9:00 AM - 6:00 PM;,"After day light savings, we close at dark. 5 pm",Canned or preserved food; Dairy products; Dry beans; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Nuts; Non-poultry meat; Soap;,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Educational tours/ classes; Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; Corn maze; ,0,1,0,1,1,0,0,1,1,0,0,Flush toilets; ,0,1,0,0,0,1,1,1,0
4017346,2014-08-29 05:43:10,2015-03-20 05:52:49,2015-03-20 05:52:49,16290 Spielman Road,Williamsport ,Maryland,24,21795,-77.8089000,39.5638270,Columbine Manor,cm-longhornbeef.com,,,01/01/2014 to 12/31/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 5:00 PM;Sun: 8:00 AM - 5:00 PM;,Open after hours by appointment. Call before coming 301-223-1156,"Nuts; Beef, USDA inspected and frozen;",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Flush toilets; ,0,1,0,0,0,1,1,0,0
4004346,,2014-07-30 20:03:45,2014-07-30 20:03:45,,Naples,Florida,12,,-81.7948103,26.1420358,Colusa Farms,www.colusafarms.com,,,10/01/2014 to 05/31/2015,,Please call us 239-300-8416 or e-mail us at colusafarms@gmail.com,Herbs; Fresh vegetables; Mushrooms; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
4001227,,2014-07-27 09:26:03,2014-07-27 09:26:03,16816 Old Hiway 99 SE,Tenino,Washington,53,98589,-122.897980,46.841303,Colvin Ranch,www.colvinranch.com,https://www.facebook.com/ColvinRanch,,01/01/2014 to 12/31/2014,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017389,2014-09-04 10:22:12,2014-09-04 10:34:42,2014-09-04 10:34:42,V Street NW between 2nd and 4th Streets NW,Washington,District of Columbia,11,20001,-77.017454,38.918451,Common Good City Farm,http://commongoodcityfarm.org,https://www.facebook.com/CommonGoodCityFarm,https://twitter.com/CmmnGoodCtyFarm,06/01/2014 to 11/15/2014,Thu: 3:00 PM - 6:00 PM;,,Crafts and/or woodworking items; Herbs; Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Tours of manufacturing facilities;  Other: Volunteer opportunities;",1,1,1,1,0,1,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,1
4001224,,2014-10-15 13:58:33,2014-10-15 13:58:33,46 Lake Hayward Town Road,Colchester,Connecticut,09,06415,-72.337980,41.519525,Common Ground CSA,www.commongroundcsa.com,https://www.facebook.com/commongroundcsa,,05/30/2015,Mon: 10:00 AM - 7:00 PM;Tue: 10:00 AM - 7:00 PM;Wed: 10:00 AM - 7:00 PM;Thu: 10:00 AM - 7:00 PM;Fri: 10:00 AM - 7:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,CSA Hours are 4-7 PM on Tuesdays & 9:00-11:00 AM on Saturdays Only; Farm Stand Hours are every day,Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Cut flowers; Dairy products; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products; Mushrooms; Soap;,11/01/2014 to 12/31/2014,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 9:00 AM - 5:00 PM;Sun: 9:00 AM - 5:00 PM;,Farm Stand Hours,Baked goods; Canned or preserved food; Crafts and/or woodworking items; Eggs; Herbs; Fresh vegetables; Honey; Maple products; Soap;,,,,,,,,,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1
4017215,2014-08-21 11:44:44,2014-08-21 12:07:12,2014-08-21 12:07:12,467 Sunset Lane,Windsor,Vermont,50,05089,-72.4132690,43.4587519,Contented Butterfly Farm,http://contentedbutterflyfarm.com/,https://www.facebook.com/pages/Contented-Butterfly-Farm/142144959139880,https://twitter.com/contentedsheep,01/01/2014 to 12/31/2014,Mon: 6:00 AM - 10:00 PM;Tue: 6:00 AM - 10:00 PM;Wed: 6:00 AM - 10:00 PM;Thu: 6:00 AM - 10:00 PM;Fri: 6:00 AM - 10:00 PM;Sat: 6:00 AM - 10:00 PM;Sun: 6:00 AM - 10:00 PM;,"Eggs may not be readily available in the fridge during the winter months, so please call ahead to verify that eggs will be there when you're wanting them.",Crafts and/or woodworking items; Eggs; Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0
4001218,,2014-07-28 13:27:28,2014-07-28 13:27:28,32116 NE Dial Road,Camas,Washington,53,98607,-122.3434610,45.6754520,"Conway Family Farms, LLC",www.conwayfamilyfarm.com,https://www.facebook.com/ConwayFamilyFarms,,01/01/2014 to 12/31/2014,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;,Farm store operates on an honor system.  Call ahead for information. Closed Sunday.,Canned or preserved food; Crafts and/or woodworking items; Cut flowers; Dairy products; Eggs; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,0
4017622,2015-03-10 09:40:19,2015-03-10 09:45:43,2015-03-10 09:45:43,3300 Frazer Rd,Newark ,Delaware,10,19702,-75.7644560,39.5560199,Cook Family Farm's - CoolRockStock,coolrockstock.com,Cook Family Farm,,01/01/2015 to 12/31/2015,Sat: 9:00 AM - 2:00 PM;,Please call to make appointment,Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tours of manufacturing facilities; Petting zoo;  Other: Community Open Farm in October;,0,0,0,0,0,1,0,0,0,1,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,0,0,0
